,Title,Series,Number,Status,Release Date,PDF Link
149,"Protecting Data from Ransomware and Other Data Loss Events: A Guide for Managed Service Providers to Conduct, Maintain, and Test Backup Files",Other,,Final,4/24/2020,https://www.nccoe.nist.gov/sites/default/files/library/supplemental-files/msp-protecting-data-extended.pdf
150,On the Profitability of Selfish Mining Against Multiple Difficulty Adjustment Algorithms,Other,,Final,1/29/2020,https://eprint.iacr.org/2020/094
151,A Nonlinear Multivariate Cryptosystem Based on a Random Linear Code,Other,,Final,11/24/2019,https://eprint.iacr.org/2019/1355
152,Human Factors in Smart Home Technologies Workshop Summary,Other,,Final,11/05/2019,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=929080
153,Practical Cryptanalysis of k-ary C*,Other,,Final,7/18/2019,https://eprint.iacr.org/2019/841
154,Extracting Linearization Equations from Noisy Sources,Other,,Final,5/31/2018,https://eprint.iacr.org/2018/539
155,A Report to the President on Supporting the Growth and Sustainment of the Nation's Cybersecurity Workforce: Building the Foundation for a More Secure American Future,Other,,Final,5/30/2018,https://www.nist.gov/itl/applied-cybersecurity/nice/resources/executive-order-13800/supporting-growth-and-sustainment
156,"A Report to the President on Enhancing the Resilience of the Internet and Communications Ecosystem Against Botnets and Other Automated, Distributed Threats",Other,,Final,5/30/2018,https://csrc.nist.gov/files/pubs/other/2018/05/30/enhancing-resilience-against-botnetsreport-to-the-/final/docs/eo_13800_botnet_report_-_finalv2.pdf
157,NSRL Kaspersky dataset documentation,Other,,Final,10/23/2017,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=924629
158,An Elementary Proof of Private Random Number Generation from Bell Inequalities,Other,,Final,7/20/2017,https://arxiv.org/abs/1707.06597
159,SPHINCS-Simpira: Fast Stateless Hash-based Signatures with Post-quantum Security,Other,,Final,6/29/2017,https://eprint.iacr.org/2017/645
160,Tightly Secure Short Signatures from Weak PRFs,Other,,Final,6/27/2017,https://ia.cr/2017/563
161,Graphical Methods in Device-Independent Quantum Cryptography,Other,,Final,5/25/2017,https://arxiv.org/abs/1705.09213
162,Baldrige Cybersecurity Excellence Builder: Key questions for improving your organization's cybersecurity performance,Other,,Final,4/02/2017,https://www.nist.gov/file/358966
163,User's Guide to Running the Draft NIST SP 800-90B Entropy Estimation Suite,Other,,Final,5/12/2016,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=920697
164,The Number of Boolean Functions with Multiplicative Complexity 2,Other,,Final,10/27/2015,https://ia.cr/2015/1041
165,Multiplicative Complexity of Vector Value Boolean Functions,Other,,Final,9/21/2015,https://arxiv.org/abs/1407.6169
166,Final Report: Leveraging the Cyber Risk Portal as A Teaching & Education Tool,Other,,Final,6/10/2015,https://csrc.nist.gov/files/pubs/other/2015/06/10/leveraging-cyber-risk-portal-as-a-teaching-and-edu/final/docs/final-report_cyber-risk-portal_umd.pdf
167,Analysis of VAES3 (FF2),Other,,Final,4/02/2015,https://ia.cr/2015/306
168,"Summary of the Workshop on Cryptographic Key Management Systems (CKMS), National Institute of Standards and Technology, September 10-11, 2012",Other,,Final,1/10/2013,https://csrc.nist.gov/csrc/media/events/cryptographic-key-management-workshop-2012/documents/ckms_workshop_summary2012_final.pdf
169,Proof of Concept for an ICT SCRM Enterprise Assessment Package,Other,,Final,12/01/2012,https://csrc.nist.gov/files/pubs/other/2012/12/01/proof-of-concept-for-an-ict-scrm-enterprise-assess/final/docs/umd_ict_scrm_portal_report3.pdf
170,Challenging Security Requirements for US Government Cloud Computing Adoption,Other,,Final,11/19/2012,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=912695
171,The Role of the National Institute of Standards and Technology in Mobile Security,Other,,Final,8/23/2012,https://csrc.nist.gov/files/pubs/other/2012/08/23/the-role-of-nist-in-mobile-security/final/docs/nist-mobile-security-report.pdf
172,The ICT SCRM Community Framework Development Project: Final Report,Other,,Final,12/01/2011,https://csrc.nist.gov/files/pubs/other/2011/12/01/ict-scrm-community-framework-development-project-f/final/docs/umd_ict_scrm_initiatives-report2-1.pdf
173,A depth-16 circuit for the AES S-box,Other,,Final,6/17/2011,https://ia.cr/2011/332
174,Assessing SCRM Capabilities and Perspectives of the IT Vendor Community: Toward a Cyber-Supply Chain Code of Practice,Other,,Final,4/01/2011,https://csrc.nist.gov/files/pubs/other/2011/04/01/assessing-scrm-capabilities-perspectives-it-vendor/final/docs/umd_cyber_scrm_report.pdf
175,Economic Analysis of Role-Based Access Control: Final Report,Other,,Final,12/19/2010,https://csrc.nist.gov/files/pubs/other/2010/12/19/economic-analysis-of-rbac-final-report/final/docs/20101219_rbac2_final_report.pdf
176,The Economic Impact of Role-Based Access Control,Other,,Final,3/01/2002,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=916549
177,The Economic Impacts of NIST's Data Encryption Standard (DES) Program,Other,,Final,10/01/2001,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=918355
178,Report on the Second Modes of Operation Workshop,Other,,Final,10/01/2001,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=922862
179,Report on the Symmetric Key Block Cipher Modes of Operation Workshop,Other,,Final,12/01/2000,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=922863
180,Federal Information Technology Security Assessment Framework,Other,,Final,11/28/2000,https://csrc.nist.gov/files/pubs/other/2000/11/28/federal-information-technology-security-assessment/final/docs/federal-it-saf-2000.pdf
181,Report of the Workshop on Key Management Using Public Key Cryptography,Other,,Final,2/28/2000,https://csrc.nist.gov/files/pubs/other/2000/02/28/report-of-the-workshop-on-key-management-using-pub/final/docs/workshopreport.pdf
182,Auditing Password Usage,Other,,Final,9/01/1988,https://www.gao.gov/assets/200/194419.pdf
183,Access Control on NoSQL Databases,IR,8504,Final,5/07/2024,https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8504.pdf
184,Staging Cybersecurity Risks for Enterprise Risk Management and Governance Oversight,IR,8286C,Final,3/06/2024,https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8286C-upd1.pdf
185,Non-Fungible Token Security,IR,8472,Final,3/01/2024,https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8472.pdf
186,"Mapping Relationships Between Documentary Standards, Regulations, Frameworks, and Guidelines: Developing Cybersecurity and Privacy Concept Mappings",IR,8477,Final,2/26/2024,https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8477.pdf
187,"National Online Informative References (OLIR) Program: Overview, Benefits, and Use",IR,8278 Rev. 1,Final,2/26/2024,https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8278r1.pdf
188,National Online Informative References (OLIR) Program: Submission Guidance for OLIR Developers,IR,8278A Rev. 1,Final,2/26/2024,https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8278Ar1.pdf
189,Cybersecurity of Genomic Data,IR,8432,Final,12/20/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8432.pdf
190,Overview and Considerations of Access Control Based on Attribute Encryption,IR,8450,Final,12/20/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8450-upd1.pdf
191,Cybersecurity Framework Profile for Electric Vehicle Extreme Fast Charging Infrastructure,IR,8473,Final,10/16/2023,https://csrc.nist.govhttp://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8473.pdf
192,Cybersecurity Framework Profile for Liquefied Natural Gas,IR,8406,Final,10/10/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8406-upd1.pdf
193,3rd High-Performance Computing Security Workshop: Joint NIST-NSF Workshop Report,IR,8476,Final,9/26/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8476.pdf
194,Cybersecurity Framework Profile for Hybrid Satellite Networks (HSN),IR,8441,Final,9/25/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8441.pdf
195,Understanding Stablecoin Technology and Related Security Considerations,IR,8408,Final,9/05/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8408.pdf
196,Introduction to Cybersecurity for Commercial Satellite Operations,IR,8270,Final,7/25/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8270.pdf
197,NICE Framework Competency Areas: Preparing a Job-Ready Cybersecurity Workforce,IR,8355,Final,6/21/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8355.pdf
198,Status Report on the Final Round of the NIST Lightweight Cryptography Standardization Process,IR,8454,Final,6/16/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8454.pdf
199,Discussion on the Full Entropy Assumption of the SP 800-90 Series,IR,8427,Final,4/14/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8427.pdf
200,"Foundational PNT Profile: Applying the Cybersecurity Framework for the Responsible Use of Positioning, Navigation, and Timing (PNT) Services",IR,8323 Rev. 1,Final,1/31/2023,https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8323r1.pdf
201,Satellite Ground Segment: Applying the Cybersecurity Framework to Satellite Command and Control,IR,8401,Final,12/30/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8401.pdf
202,Using Business Impact Analysis to Inform Risk Prioritization and Response,IR,8286D,Final,11/17/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8286D.pdf
203,Measuring the Common Vulnerability Scoring System Base Score Equation,IR,8409,Final,11/15/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8409.pdf
204,Status Report on the Third Round of the NIST Post-Quantum Cryptography Standardization Process,IR,8413,Final,9/29/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413-upd1.pdf
205,Workshop Summary Report for “Building on the NIST Foundations: Next Steps in IoT Cybersecurity”,IR,8431,Final,9/20/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8431.pdf
206,Profile of the IoT Core Baseline for Consumer IoT Products,IR,8425,Final,9/20/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8425.pdf
207,Security Guidance for First Responder Mobile and Wearable Devices,IR,8235,Final,7/20/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8235.pdf
208,Blockchain for Access Control Systems,IR,8403,Final,5/26/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8403.pdf
209,Hardware-Enabled Security: Enabling a Layered Approach to Platform Security for Cloud and Edge Computing Use Cases,IR,8320,Final,5/04/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8320.pdf
210,Hardware-Enabled Security: Policy-Based Governance in Trusted Container Platforms,IR,8320B,Final,4/20/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8320B.pdf
211,Blockchain and Related Technologies to Support Manufacturing Supply Chain Traceability: Needs and Industry Perspectives,IR,8419,Final,4/07/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8419.pdf
212,Federal Cybersecurity Awareness Programs: A Mixed Methods Research Study,IR,8420,Final,3/25/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8420.pdf
213,Approaches and Challenges of Federal Cybersecurity Awareness Programs,IR,8420A,Final,3/25/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8420A.pdf
214,"The Federal Cybersecurity Awareness Workforce: Professional Backgrounds, Knowledge, Skills, and Development Activities",IR,8420B,Final,3/25/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8420B.pdf
215,Ransomware Risk Management: A Cybersecurity Framework Profile,IR,8374,Final,2/23/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8374.pdf
216,Prioritizing Cybersecurity Risk for Enterprise Risk Management,IR,8286B,Final,2/10/2022,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8286B.pdf
217,Identifying and Estimating Cybersecurity Risk for Enterprise Risk Management,IR,8286A,Final,11/12/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8286A.pdf
218,Guidelines on Minimum Standards for Developer Verification of Software,IR,8397,Final,10/06/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8397.pdf
219,Machine Learning for Access Control Policy Verification,IR,8360,Final,9/16/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8360.pdf
220,Summary Report for the Virtual Workshop Addressing Public Comment on NIST Cybersecurity for IoT Guidance,IR,8379,Final,9/09/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8379.pdf
221,IoT Non-Technical Supporting Capability Core Baseline,IR,8259B,Final,8/25/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8259B.pdf
222,Approaches for Federal Agencies to Use the Cybersecurity Framework,IR,8170,Final,8/17/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8170-upd.pdf
223,Review of the Advanced Encryption Standard,IR,8319,Final,7/23/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8319.pdf
224,Status Report on the Second Round of the NIST Lightweight Cryptography Standardization Process,IR,8369,Final,7/21/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8369.pdf
225,Hardware-Enabled Security: Container Platform Security Prototype,IR,8320A,Final,6/17/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8320A.pdf
226,NIST Test Personal Identity Verification (PIV) Cards Version 2,IR,8347,Final,4/02/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8347.pdf
227,ISCMA: An Information Security Continuous Monitoring Program Assessment,IR,8212,Final,3/31/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8212.pdf
228,Workshop Summary Report for “Cybersecurity Risks in Consumer Home Internet of Things (IoT) Products” Virtual Workshop,IR,8333,Final,3/29/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8333.pdf
229,Key Practices in Cyber Supply Chain Risk Management: Observations from Industry,IR,8276,Final,2/11/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8276.pdf
230,Blockchain Networks: Token Design and Management Overview,IR,8301,Final,2/09/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8301.pdf
231,Workshop Summary Report for “Building the Federal Profile For IoT Device Cybersecurity” Virtual Workshop,IR,8322,Final,1/07/2021,https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8322.pdf
232,Collaborative Vulnerability Metadata Acceptance Process (CVMAP) for CVE Numbering Authorities (CNAs) and Authorized Data Publishers,IR,8246,Final,12/15/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8246.pdf
233,Research Report: User Perceptions of Smart Home Privacy and Security,IR,8330,Final,11/17/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8330.pdf
234,Integrating Cybersecurity and Enterprise Risk Management (ERM),IR,8286,Final,10/13/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8286.pdf
235,Cybersecurity Framework Version 1.1 Manufacturing Profile,IR,8183 Rev. 1,Final,10/07/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8183r1.pdf
236,NIST Cloud Computing Forensic Science Challenges,IR,8006,Final,8/25/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8006.pdf
237,Status Report on the Second Round of the NIST Post-Quantum Cryptography Standardization Process,IR,8309,Final,7/22/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8309.pdf
238,Securing Manufacturing Industrial Control Systems: Behavioral Anomaly Detection,IR,8219,Final,7/16/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8219.pdf
239,NIST Roadmap Toward Criteria for Threshold Schemes for Cryptographic Primitives,IR,8214A,Final,7/07/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8214A.pdf
240,IoT Device Cybersecurity Capability Core Baseline,IR,8259A,Final,5/29/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8259A.pdf
241,Foundational Cybersecurity Activities for IoT Device Manufacturers,IR,8259,Final,5/29/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8259.pdf
242,Security Analysis of First Responder Mobile and Wearable Devices,IR,8196,Final,5/11/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8196.pdf
243,Symposium on Federally Funded Research on Cybersecurity of Electric Vehicle Supply Equipment (EVSE),IR,8294,Final,4/29/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8294.pdf
244,Automation Support for Security Control Assessments: Software Vulnerability Management,IR,8011 Vol. 4,Final,4/28/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8011-4.pdf
245,A Roadmap for Successful Regional Alliances and Multistakeholder Partnerships to Build the Cybersecurity Workforce,IR,8287,Final,2/20/2020,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8287.pdf
246,Status Report on the First Round of the NIST Lightweight Cryptography Standardization Process,IR,8268,Final,10/07/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8268.pdf
247,Cybersecurity Framework Manufacturing Profile Low Impact Level Example Implementations Guide: Volume 1 – General Implementation Guidance,IR,8183A Vol. 1,Final,9/30/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8183A-1.pdf
248,Cybersecurity Framework Manufacturing Profile Low Impact Level Example Implementations Guide: Volume 2 – Process-based Manufacturing System Use Case,IR,8183A Vol. 2,Final,9/30/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8183A-2.pdf
249,Cybersecurity Framework Manufacturing Profile Low Impact Level Example Implementations Guide: Volume 3 – Discrete-based Manufacturing System Use Case,IR,8183A Vol. 3,Final,9/30/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8183A-3.pdf
250,Glossary of Key Information Security Terms,IR,7298 Rev. 3,Final,7/03/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.7298r3.pdf
251,Considerations for Managing Internet of Things (IoT) Cybersecurity and Privacy Risks,IR,8228,Final,6/25/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8228.pdf
252,A Methodology for Enabling Forensic Analysis Using Hypervisor Vulnerabilities Data,IR,8221,Final,6/05/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8221.pdf
253,Manufacturing Profile Implementation Methodology for a Robotic Workcell,IR,8227,Final,5/22/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8227.pdf
254,Metrics and Key Performance Indicators for Robotic Cybersecurity Performance Analysis,IR,8177,Final,5/21/2019,https://nvlpubs.nist.gov/nistpubs/ir/2017/NIST.IR.8177.pdf
255,Cybersecurity Framework Manufacturing Profile,IR,8183,Final,5/20/2019,https://nvlpubs.nist.gov/nistpubs/ir/2017/NIST.IR.8183.pdf
256,Threshold Schemes for Cryptographic Primitives: Challenges and Opportunities in Standardization and Validation of Threshold Cryptography,IR,8214,Final,3/01/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8214.pdf
257,Status Report on the First Round of the NIST Post-Quantum Cryptography Standardization Process,IR,8240,Final,1/31/2019,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8240.pdf
